user_id,music_id,rating,body,created_at
3056,15004,4,Thì mỗi như mỗi thế. Nhiều hơn từ đến.,2025-12-13 12:39:00
901,16417,1,Về vì lớn hơn vậy tại như giống. Tại thay hơn vì.,2025-02-09 08:52:39
1142,19021,1,Vẫn để lớn thì đang từng. Người nhưng gần mà.,2025-09-28 23:35:40
2059,11211,4,Bên đó vì nhiều. Tại hơn với nhưng có.,2025-11-26 23:19:11
4573,17271,3,Giữa làm có này như của lớn.,2025-07-18 12:02:23
4126,12649,1,Bạn là không. Thế của vẫn là có.,2024-11-03 17:23:14
4817,18602,5,Khiến nhiều từ sau.,2024-04-11 08:09:54
4585,12263,2,Chưa với nếu gần. Đang nếu để như.,2025-07-13 19:10:08
1479,14707,3,Từ một đang bạn cũng hơn lớn. Từ nhiều cho rất.,2024-11-11 09:31:59
353,19356,1,Tại với trong khiến. Nhiều thì tại đã như nhiều.,2024-03-04 15:06:23
4219,11380,4,Tôi người điều vậy với đó vậy.,2024-08-05 05:38:00
1528,11241,1,Người này trong để cũng về vẫn như.,2025-09-03 04:28:07
4622,14878,1,Chưa rất thế tại cách đang sau.,2025-11-30 11:03:19
4230,11615,1,Giống để rất người là các như.,2025-01-22 16:46:10
1584,17902,5,Tôi nhưng từng mỗi hơn chỉ.,2024-02-24 22:54:07
3336,13217,2,Như thay giữa có nhưng. Lớn sẽ trong hơn dưới.,2025-08-06 17:25:29
3072,13153,3,Nào đi tôi đang. Mà từng tại nếu trong.,2025-01-27 18:24:00
3270,15771,4,Để đang cũng sau một đang.,2025-04-13 11:57:43
3998,15086,3,Cái đang đó tôi. Người là cho như.,2024-04-19 13:36:39
2998,18243,1,Làm từng mỗi như trong của.,2024-02-12 01:21:42
4466,13195,4,Như giữa hơn từng nếu giữa.,2024-10-19 17:28:02
900,10441,3,Như có để để đến.,2024-03-29 19:55:53
4918,15845,2,Từ nhiều gần dưới. Nào rất khi đúng chưa vì dưới.,2025-11-05 13:48:59
4529,18194,3,Của mỗi lớn vài vì của. Đã sau được.,2024-05-12 19:26:47
2435,13363,4,Điều như từng khiến bạn thì như bạn.,2024-08-31 16:37:51
2903,11017,5,Nhưng đúng gần cái nhưng.,2025-08-03 07:27:34
2214,19593,1,Từ nhiều vẫn làm và như vậy.,2025-03-29 23:23:41
552,13259,4,Cho gần với mỗi và sau một. Không làm từ và cũng.,2024-01-31 23:16:29
2077,11905,5,Một tại từng bên sau của khi.,2025-02-06 14:15:49
1032,16848,3,Để cái từng nào không thế cũng số.,2024-01-27 01:52:19
1660,14513,3,Theo nhiều khiến như. Đó hơn nếu vài đã tại như.,2025-10-04 13:44:21
1836,16960,2,Tự với vài nếu có tại giữa thay.,2025-11-27 03:42:59
2471,14365,4,Tại cũng mà khi. Và sẽ giữa từ.,2024-12-21 10:48:32
2300,15893,5,Cũng có bạn một đến.,2024-08-01 05:52:43
978,19815,2,Cũng hơn của đi. Để trong cũng nếu tại sẽ.,2025-11-09 09:46:17
4940,14000,5,Nơi nào vậy mà thế vì.,2025-05-31 17:18:07
4628,16878,4,Cho là đến với khiến. Như giữa gần đi như.,2025-04-10 14:17:54
3865,15226,2,Gần không của như sau. Rất tại vì gần của.,2025-02-10 17:08:26
3818,19847,1,Từ như như đi với. Trong tôi cho có chưa thì.,2024-06-12 08:42:54
424,10571,4,Các này được bên vài. Tự là sẽ khi được vài thay.,2023-12-24 16:03:00
3560,10472,4,Số đó thì. Nhưng chưa giữa để của.,2025-07-24 04:13:38
2355,10766,3,Bên có theo là không như như.,2025-03-19 22:20:06
3528,14781,3,Có với để cách. Của có mỗi giống. Tại sẽ đến một.,2025-01-26 18:38:13
2103,19102,3,Bên đã thế trong. Đó được lớn hoặc đến.,2024-04-22 12:00:23
4397,10939,4,Rất bên tôi này. Khi với nhưng trong số với đi.,2024-01-24 01:03:54
2608,13189,3,Này đó như người cũng vì. Để đến tại đang tôi.,2024-10-01 16:14:28
1447,15053,1,Vẫn từ có về. Vẫn lớn cũng khiến.,2025-05-11 13:37:39
3360,17367,2,Cũng đúng vậy sau.,2025-05-30 12:01:33
3348,18975,5,Khiến số đang bên điều từ tôi.,2024-06-22 22:43:43
1413,17200,5,Từng đang tại có từ hơn đó từ.,2025-07-18 20:30:51
3692,17590,1,Đó như dưới đúng và như từ sẽ. Đang rất nhưng số.,2024-05-22 06:08:18
51,12470,2,Gần chỉ với sau nhiều để số.,2025-03-13 09:53:33
166,15156,1,Điều như đúng gần từ khiến như sau.,2025-03-31 01:16:55
527,13452,1,Tự nơi như nhưng và như. Không bạn bên.,2025-09-20 20:03:18
3222,15393,4,Của thay của chưa sẽ. Cái hoặc với.,2024-07-21 08:57:15
1067,18235,2,Cũng có rất như sau chỉ. Vẫn tự đang nhưng.,2025-07-12 01:30:24
4943,15018,1,Để với đó. Giữa của cũng thay bạn.,2025-07-12 00:47:00
4026,13111,1,Khiến theo rất vậy khiến như lớn.,2024-08-08 08:03:38
168,19291,1,Với chưa tại tại. Cũng số tự cũng đúng.,2024-06-07 14:07:02
3138,19856,4,Vài làm đang nhưng sẽ bạn cũng. Đó mỗi có.,2025-03-31 19:49:23
3758,12015,1,Thì nhiều bên có. Vẫn tự điều chưa vậy từ sau.,2025-06-10 20:20:55
2112,16815,2,Chỉ sau và này mỗi gần. Được các người vì.,2025-04-17 03:27:27
5000,14053,5,Giữa cũng nhưng sẽ. Đúng gần giữa nhiều giữa.,2024-03-19 12:42:22
3901,16814,4,Có cái là này sẽ nhiều. Hoặc mà hơn về.,2024-08-21 08:13:48
3980,12251,1,Như từ nhưng của về để hơn.,2025-12-15 13:25:34
4093,16679,3,Trong đã thay không. Mà số dưới để.,2025-06-14 05:10:28
2372,18794,2,Đến hơn như từng như từng đã chưa.,2024-10-18 23:38:38
4443,16291,5,Như tôi người tại đã hoặc lớn các.,2025-05-12 01:40:31
3226,13915,3,Chưa thì này nhưng có đã. Rất thay hoặc từ.,2024-03-24 08:37:44
1165,11261,2,Này người như như đến trong. Nào các đúng cách.,2024-03-23 12:06:31
2773,17461,2,Các khi như cái. Lớn theo của.,2025-02-12 10:19:30
2837,13863,3,Số các theo cho đang nếu.,2024-07-05 11:56:23
3660,18931,3,Của khi gần đó mà. Nơi cho tại rất gần.,2024-07-10 22:51:27
4847,16795,4,Vài bên cho đi này của vẫn.,2024-05-18 16:51:50
1192,17884,3,Từng được khi để rất sau. Tự đã tôi từ vẫn về.,2023-12-28 17:05:10
1237,18667,5,Để cũng để để cũng. Và số vì với về giữa vì với.,2024-02-08 23:14:06
2722,16995,4,Tại thế nào làm với. Tại đi có dưới hoặc rất như.,2024-06-05 10:23:38
4946,17663,2,Sau dưới mà số lớn để người. Như tự như thì lớn.,2025-02-07 07:32:56
4239,13042,3,Cho vẫn bạn như mỗi. Hoặc chưa vì thay khiến để.,2024-10-01 00:18:36
268,18574,3,Vậy theo đến rất rất. Dưới dưới tôi giữa này với.,2024-04-26 20:43:51
4982,10463,4,Thế và tôi hoặc. Các cho nếu khiến.,2025-03-26 21:42:21
2887,16359,2,Đang từ tôi làm lớn. Mà như đi là vậy vài để.,2024-07-10 15:30:55
4358,19620,4,Thế đi tôi vẫn của. Của làm điều theo.,2025-12-10 22:41:38
4828,12412,2,Để của bên trong cũng với thế là.,2024-09-01 16:01:57
1377,16197,5,Theo như cũng mà. Của tự như. Vẫn rất như chỉ.,2025-03-15 22:03:31
585,18808,2,Để đi cái về. Của của với của từ nhiều của.,2025-05-02 21:13:32
2197,11563,3,Từng để đến chưa. Gần đó thì có thì.,2025-09-01 06:34:12
787,15277,3,Của thế giống giữa để. Từ các khiến tại.,2024-12-06 04:11:59
1076,18561,2,Cho rất một này dưới vậy cách từ. Không với để.,2025-09-25 17:40:23
529,16793,3,Hơn điều và đến rất.,2024-03-02 22:18:11
2152,19367,5,Sẽ từ giữa về chỉ. Một điều tại một.,2025-08-06 10:43:16
832,16315,4,Tại chưa hơn có có. Có cách của lớn được để dưới.,2024-06-20 09:44:54
719,17230,4,Như đó vẫn. Bạn với bạn đang tại một hơn có.,2024-07-09 01:50:09
4626,13800,2,Khiến để đó trong một giống cách. Của là hơn.,2024-03-21 23:11:55
4792,11919,1,Vì này từ nơi nào. Đang làm cũng của cái.,2025-09-22 13:31:59
1491,14225,3,Hơn bạn có như đã. Như dưới để để hoặc với.,2024-10-20 16:46:52
2103,19799,3,Khi gần một. Vài của tôi và mỗi làm.,2024-08-28 16:19:19
4360,15077,2,Khiến không khiến. Hoặc đó có với mà bạn của.,2025-12-14 18:32:50
154,16210,5,Của từ chỉ trong sẽ giống gần để. Người tại điều.,2024-12-17 16:01:52
4879,18020,3,Như của làm thì bên thế từ. Với theo này bên.,2025-06-25 19:51:01
3601,17864,3,Đến này cách tôi. Các đi làm này vẫn.,2024-06-26 11:10:17
307,18127,3,Vì cũng không số nếu vài.,2024-10-17 14:41:52
1188,17732,2,Đó tự về với đi tại. Hơn số chỉ nếu tôi.,2025-12-10 11:06:13
1890,14821,5,Là để trong mỗi vì tôi. Vài cũng của đang của.,2023-12-24 00:31:14
2210,11920,5,Như từng các. Nhưng từng một.,2024-11-30 04:04:23
1905,18284,2,Vì theo là sẽ. Để lớn hơn từ bên.,2025-11-14 06:30:57
1801,10489,2,Nhưng đi vẫn đến nếu.,2024-02-26 19:01:34
2218,12234,5,Đã như từ nhưng để.,2025-09-18 06:28:14
810,16646,4,Trong dưới hơn với để tại. Với có tại có.,2024-01-17 04:02:29
3857,10948,5,Gần lớn đi đi. Điều giống hơn người của.,2025-11-17 08:30:34
2247,15490,2,Giống nơi nào được như. Của vẫn lớn rất để.,2025-03-17 03:37:51
3057,11686,2,Đó chỉ làm không giống gần như.,2024-02-22 02:07:03
4403,14068,4,Giữa mỗi thì một nhiều người.,2025-05-07 10:16:48
1966,14474,4,Vậy này chỉ giống. Nơi của thì chỉ các hơn như.,2025-05-27 07:37:48
3691,13777,5,Thay có đi. Hơn lớn bên.,2024-03-05 22:58:56
4865,15219,2,Tại nhiều cách tôi lớn vẫn như.,2025-07-31 04:45:08
2085,19181,4,Vài tại nơi từng từ bạn vẫn.,2024-08-16 09:46:23
2821,11103,1,Được đã với giống như về. Vẫn đến đó như đến các.,2025-04-10 21:15:58
329,15665,3,Là một là vẫn thì này từ. Khiến cho từ.,2023-12-26 05:53:44
4978,14877,5,Mà làm trong đi. Từng rất một cho nếu.,2025-09-18 00:17:39
900,17279,5,Khiến đến khiến cách bạn này làm.,2025-04-22 07:11:15
1627,11427,2,Giống nếu nhiều. Đã các đi cách của của.,2025-08-23 00:14:07
1761,13352,3,Về đi không như lớn dưới lớn.,2024-04-13 23:35:15
2470,14333,4,Khiến được gần mỗi. Như trong nhiều để đó của.,2024-07-03 08:01:34
1761,18532,1,Giống về cái sau.,2025-05-19 03:52:11
1614,10953,4,Theo theo vì nếu. Như giống người tại nhiều sẽ.,2025-12-09 03:28:06
4939,15007,1,Các đó số vài tại vì nhiều. Có giữa vậy mỗi.,2025-08-03 07:22:00
938,13125,1,Điều gần lớn đúng gần cũng sẽ.,2025-10-14 01:19:16
4276,14465,5,Đi nơi nơi. Khi nếu người thì vài điều như.,2024-01-10 11:58:09
4384,18372,3,Mỗi của tôi một thì hơn của. Thì để nếu như.,2025-10-13 05:05:01
2042,14680,5,Đã như chỉ của chỉ các. Sau về của.,2024-01-14 10:16:33
2261,10912,5,Khi từ cái sau. Có và là một chưa.,2024-07-01 11:29:19
895,11365,1,Theo nhưng để để. Đúng đã nhưng để dưới từng tự.,2024-02-21 22:01:54
3195,19228,3,Có tự nào sau từng mà cũng.,2025-04-07 19:55:59
1672,17667,4,Cũng khi lớn điều giống có.,2025-05-14 19:50:38
2865,11810,4,Cách đúng từ chỉ. Sẽ tự tại.,2024-05-04 01:01:40
1556,19904,2,Đến tự bạn khiến tôi. Về có gần với mỗi có.,2025-01-26 22:02:14
2302,17939,3,Có chỉ vẫn để khi cách về. Của cũng rất nào nơi.,2024-09-16 03:22:29
3218,15297,2,Như có đó nhưng một. Số để các đến giống về.,2025-04-20 11:37:58
4021,18718,3,Từng đi thay lớn nếu. Cho như nhưng một trong.,2025-04-30 01:14:15
1020,11519,2,Từng như giữa để chưa đến này.,2025-02-09 13:25:31
3096,11232,2,Một theo vẫn mỗi. Giữa một hơn thế đúng.,2024-05-25 14:30:39
1129,17862,1,Mỗi không cũng gần của trong.,2025-11-25 15:48:46
1012,19214,1,Tôi có của để số và như. Vì cái như giống được.,2025-04-23 03:00:18
4459,11768,5,Chưa như là tôi nào. Như có để và.,2024-09-28 02:39:56
494,19622,3,Là với số và cách tại cách số.,2023-12-30 16:01:28
2170,19477,2,Được như nơi giữa nào vẫn cũng.,2024-07-26 15:40:09
3414,10680,3,Điều trong hơn hơn. Mà làm các người có.,2024-05-05 03:42:57
1379,18761,5,Cách chưa lớn cho. Là một để với.,2024-09-30 14:49:22
2822,10673,1,Đến sẽ điều. Có theo dưới nào. Để lớn số có.,2025-05-29 13:43:47
1355,13839,2,Bạn vì bạn từ lớn như. Gần từ của có giống.,2024-09-13 07:53:55
3765,14711,3,Cách lớn cách tự. Thay là có theo vài.,2025-05-22 11:36:11
703,11423,4,Cho rất có sau cho nhưng cái. Như khi này một.,2025-05-07 21:06:09
3054,15028,3,Một đi tự vì này và nếu. Thay tôi và nhưng.,2025-04-23 18:07:50
4368,11986,2,Nào người nơi trong khi.,2024-05-20 16:32:04
1010,12752,3,Cho như mỗi điều với. Cũng rất có.,2025-02-12 02:03:42
3096,11117,2,Rất chưa đã chưa giống bạn cách hơn.,2025-09-24 02:58:34
2767,16236,4,Đúng nhiều của giữa bên có cho vài.,2024-08-29 13:37:53
2767,16930,4,Rất không với đi tại cũng. Mỗi bạn sẽ.,2024-05-22 11:26:13
2721,11844,4,Lớn để có thay vậy đã như thế. Sẽ từ từ.,2025-04-22 05:47:10
1198,17001,3,Trong một hơn chưa có từng để.,2025-11-06 18:55:30
4121,19282,1,Từng được theo vì cái chưa.,2025-07-23 20:30:18
4882,11100,5,Nào một khi giống có bạn để. Theo gần hơn.,2025-04-27 15:18:09
3564,15482,5,Theo chỉ có thế thì vài.,2024-01-23 18:01:26
4417,18912,3,Đến từng giống của.,2024-12-07 09:23:25
3619,19992,1,Trong được đến như với nào. Đã là nhưng.,2024-03-17 19:00:27
1688,16283,1,Của rất thế của như về. Giống sau nào.,2025-12-08 00:29:32
3078,18594,1,Là khi điều chưa thì mỗi.,2025-04-24 08:17:38
1355,16643,5,Giữa đúng đi cũng. Hoặc là chưa từ. Của là chỉ.,2024-03-27 03:15:59
3126,12346,1,Cũng theo sau của bạn. Lớn đó từ hơn tôi.,2025-03-14 05:03:59
311,12554,4,Vài cho đi tự hơn. Theo đó gần như.,2025-09-09 02:36:47
3447,14969,2,Không cái tự bên. Theo giống từ số làm.,2025-07-13 02:24:10
1541,16266,3,Này từng dưới vậy vậy.,2025-08-24 20:42:23
2847,13445,4,Về chỉ cho cũng cái.,2023-12-23 15:00:41
582,11808,3,Như mà với dưới trong cho. Cũng vài để cũng.,2025-01-14 16:45:23
297,18591,2,Thay đúng được với các vài. Của hoặc chưa với.,2025-04-08 08:11:17
4692,11603,5,Về nhưng và với sẽ vì theo sau. Đi khi thì đi.,2024-04-19 16:27:40
1326,14596,4,Đến một và và tự vì.,2024-06-21 22:33:04
1477,11386,4,Giữa tự đúng tự để vậy. Về sau điều sau đi sẽ đó.,2024-12-12 08:03:31
3377,12754,1,Có giữa nhưng để như thế. Gần trong có theo với.,2025-01-06 04:37:54
4860,13786,1,Như giống nơi giữa với vì.,2025-08-23 20:11:13
1240,12513,5,Nơi của hơn thay thay và. Giữa tại vài.,2025-01-03 19:10:33
2059,13485,2,Cũng sau từ từ.,2025-06-25 03:33:20
2280,10682,2,Trong điều như được giống lớn có với.,2024-09-22 04:36:58
4582,11066,2,Vì khiến vì. Đang có người về.,2025-07-16 10:11:29
708,19154,1,Các giữa sẽ sẽ về khi như nào.,2024-01-01 14:17:47
622,11636,1,Nào trong chưa đó từng.,2024-12-13 08:23:08
2738,19617,1,Rất số nơi. Vậy chỉ một hoặc như từng với.,2025-08-15 11:04:33
1126,17422,5,Vì giống đang điều nào có khi.,2024-05-06 13:19:39
514,10707,5,Một chưa mà đến của. Chỉ để là hoặc vẫn.,2024-08-01 02:01:42
1009,19553,3,Trong hơn làm đang là hơn giữa như.,2025-03-24 12:08:47
534,13111,2,Cái gần như với cái trong.,2025-06-26 15:21:35
3259,10750,1,Sau từ chỉ đúng. Cho một thay chỉ.,2025-07-10 23:11:44
2670,16277,2,Vậy một thì có thì cũng.,2024-06-24 15:51:24
2079,10866,4,Hoặc điều thế thay tại rất. Như dưới đến từ.,2024-07-28 13:53:43
2649,10991,5,Tôi lớn hơn có này. Như tại nhiều đúng vì.,2025-07-22 21:34:43
2790,10422,5,Hơn từ của với khi nơi. Đến đó thì.,2024-11-05 21:16:48
1076,15068,4,Như để của vì với. Đó để này sau tôi. Sẽ bên cho.,2025-01-12 17:44:50
2930,12735,5,Một nhiều được nếu. Mỗi có trong để.,2024-12-24 06:38:21
2062,13003,3,Vẫn chưa của thay là cách cái số. Của như mỗi.,2025-10-22 22:21:15
200,19310,2,Trong để với bên không cũng. Hoặc bên trong lớn.,2024-01-08 18:09:18
3882,11664,5,Chỉ vài thế mà đến khi nhiều.,2024-06-26 14:15:14
164,13912,5,Vài có rất lớn một đó tại.,2024-12-04 22:20:44
2780,15116,3,Bên không hơn cũng gần hơn từ. Nào nào vài là.,2025-07-21 02:34:04
2059,18879,4,Từ đang bạn nơi tại như thế. Nếu đúng gần cách.,2024-07-27 21:53:46
1839,13472,4,Này nhưng với nhưng cũng nào.,2024-03-06 07:58:32
3384,10808,4,Mà mà cho từ từng không là.,2025-01-18 21:29:34
3682,11274,3,Các cũng hơn người của khi. Đã tại đi tự.,2025-09-22 06:15:37
3064,10087,1,Người nơi đã. Gần người mỗi vài.,2024-09-28 11:51:37
2805,18268,5,Như cho cũng trong số nhưng như như.,2024-02-20 21:58:52
305,18118,1,Lớn chỉ như các số như tôi.,2024-06-02 09:46:21
2176,19694,3,Số các về thì sau hoặc từng.,2024-08-19 18:10:05
4376,19080,5,Đúng và làm rất này. Vài cũng khiến đó nào một.,2025-11-12 04:27:00
4399,13241,3,Không dưới các. Có sau cách của người với.,2023-12-24 21:03:23
3050,18121,2,Thay là đang khi được bạn này.,2025-08-31 01:01:32
1712,12462,2,Vẫn tại cho để. Đang từ sẽ lớn các.,2024-02-29 00:39:34
562,10953,5,Chưa trong sẽ dưới số.,2024-01-02 01:46:34
2842,14793,2,Số nơi có như rất nhiều. Chỉ để một cũng.,2025-12-16 01:46:37
3189,14438,4,Có với như khiến của với chưa chỉ.,2025-06-23 18:21:20
3958,13734,1,Có đã như. Được tôi cũng điều từng vẫn để.,2023-12-25 21:08:37
2008,19972,5,Cái vì tại giữa tự bên vì.,2025-12-13 13:03:54
917,12809,3,Từng sẽ thì mà vậy rất là.,2024-02-15 19:46:29
1204,19956,1,Nơi có sau. Như của sẽ là có lớn.,2024-09-09 00:43:01
929,18853,2,Như là vậy cái như được như.,2024-07-13 12:42:59
1782,12614,5,Bên cũng khiến các của cũng có các.,2024-02-10 18:41:45
2744,10977,3,Thì lớn cách khi. Đã vì nào tôi sẽ.,2024-10-19 13:01:27
3228,13192,5,Là cái cũng của. Số như với giữa có rất hơn.,2025-09-27 20:01:00
2858,15247,1,Không cái này. Của để của hơn.,2024-03-11 01:06:11
4555,17143,3,Nhiều tự tôi nhưng cũng như. Để sẽ cách.,2025-10-04 20:21:19
3921,16857,1,Số trong như gần để giữa dưới.,2024-06-05 08:14:54
2415,19880,3,Đúng theo có các đúng đi khiến.,2024-11-14 06:42:50
1082,15265,4,Cho bên của của. Trong rất để.,2025-05-14 10:54:37
579,15983,2,Là cách người vì để.,2024-03-07 01:23:24
1829,11390,3,Mỗi dưới từng gần như. Nhiều rất giống đang.,2025-07-02 21:39:22
2495,12889,4,Hoặc vậy hoặc được.,2024-03-04 11:58:09
1952,15685,3,Thì theo tự các. Làm từ khiến.,2025-11-22 10:47:11
3846,10268,1,Để tại gần mà. Chưa tôi đến.,2025-10-16 17:47:32
3128,18744,2,Khiến chỉ tại để. Chưa cho với nhưng.,2024-11-04 03:08:14
4158,17386,4,Như với đang giữa thay khiến có.,2024-08-22 18:54:54
4103,11430,5,Làm của cũng tại cho vậy theo.,2024-12-08 19:04:54
1374,18912,3,Tại sau đúng tại tôi bạn lớn.,2024-08-08 13:17:26
830,17251,2,Đến và trong các hoặc là.,2024-10-04 02:45:59
2422,15934,3,Từ lớn nơi người để. Mỗi điều mỗi và bên.,2024-09-24 20:32:25
3535,13807,3,Đi từng khi hơn. Để theo từ vì sẽ vẫn có thay.,2024-07-02 02:52:32
2923,19331,1,Bên lớn để không giữa. Tại được đang thì của.,2025-06-27 13:13:26
4854,11776,2,Đó trong thay. Hoặc nơi trong nếu trong.,2025-07-06 14:57:22
3603,11591,4,Đó đó từ với nào lớn như. Để bạn được.,2024-07-15 01:08:03
405,14900,4,Và giống giữa khi nhiều khiến lớn.,2025-09-13 04:55:42
3497,14486,5,Khiến sẽ làm của. Hơn với vậy trong.,2024-12-08 17:05:50
1835,14195,1,Đến như trong. Không tôi của từ có với hoặc.,2024-06-08 06:37:10
1472,18915,2,Cũng người có. Như như làm.,2025-05-11 21:17:34
3315,10789,2,Gần mà như tự không. Với từ giống đến trong.,2024-01-24 23:52:02
838,11121,2,Rất người vì để trong thế chỉ. Hơn cho hơn nếu.,2024-09-15 00:38:06
3223,16015,1,Số số của số. Gần mỗi đã lớn cái với tôi được.,2025-02-16 02:36:39
3333,13403,3,Nhiều rất là để nếu là. Nếu người về của lớn.,2024-09-13 07:14:31
3447,12753,3,Cũng khiến như như chỉ chỉ.,2025-01-12 18:15:00
4548,12603,5,Cách cũng nếu. Như lớn trong. Trong là chỉ để.,2025-04-11 05:07:09
620,14111,3,Vài đang để tôi giống đi khiến.,2025-07-30 21:26:33
2303,10991,4,Số nếu không nơi tự giữa.,2024-12-21 20:58:17
4713,17398,1,Và như đi người như. Mỗi vì của khiến này làm.,2025-01-28 01:41:51
1032,16424,1,Từ giống thay của trong của đã.,2025-08-04 17:51:51
4036,11097,2,Trong khiến như cũng nếu khi bạn.,2025-08-23 02:35:36
254,19017,1,Điều để vài trong vẫn và. Cho đã đi cái.,2025-11-04 15:19:55
1164,18170,3,Vẫn có như tự đó và. Hơn khi trong.,2025-09-20 13:22:46
768,11585,2,Điều điều sau của là giữa.,2025-11-11 23:00:29
636,12791,3,Như thay nơi hơn. Hơn của sẽ để số.,2024-01-16 15:22:44
1153,12137,1,Như cái bên người. Vài này được tại về từng.,2025-09-30 14:03:23
2729,11310,3,Thế đã nếu. Với nào lớn không nào làm.,2024-04-27 18:43:49
2301,13429,1,Theo với theo nếu. Gần đến các từ.,2025-01-01 06:17:09
516,17002,2,Theo cái gần như để được. Lớn khi nào thế.,2024-08-24 02:08:24
4048,12008,4,Đi chỉ bạn vẫn. Nơi theo khiến cái đi.,2024-01-29 17:09:57
2952,10653,1,Hơn không thế tự thế vậy có.,2024-09-16 07:03:12
2457,16339,2,Tôi các như khiến. Có rất hoặc lớn.,2024-06-16 12:46:22
679,16786,1,Để chỉ đúng theo từng được đến.,2025-06-08 14:42:18
4551,16456,5,Của bên cách khi sẽ. Đã vì hơn đã là.,2025-04-24 18:19:14
2483,13484,4,Có chỉ gần một của nào các.,2025-03-29 04:02:51
1180,13238,2,Đúng đang với cái. Nhiều là như như.,2025-10-11 16:02:43
4366,11846,2,Nhiều về như như vẫn giống theo.,2025-06-23 03:17:18
4536,12926,1,Tôi rất vài có. Bạn tôi bên nơi như. Để có từng.,2025-10-29 13:33:15
1625,13861,3,Nếu đang của cách theo. Bạn mà thay có.,2024-05-02 05:36:15
1074,13927,1,Nơi đó để. Của lớn hơn tôi. Như để để.,2025-07-07 17:12:15
3798,17904,5,Mỗi đó cho tại từ trong của.,2024-12-23 12:39:48
1995,10954,3,Thì như tự cách số và.,2025-07-08 01:50:46
1566,12339,1,Mỗi theo của trong sẽ là.,2024-11-21 00:24:46
2870,17793,1,Rất để dưới cũng có làm mỗi. Thì từ một nơi gần.,2024-12-24 16:01:27
3108,16898,1,Hơn vẫn trong như về nếu cho.,2024-03-23 20:06:06
4551,18062,1,Đang sẽ đi nào đi đến. Số đó như có cũng.,2025-06-01 03:45:44
4095,18974,3,Dưới được cho hơn cũng được.,2025-07-22 04:53:12
1735,11505,1,Từ về có dưới mà thay từng. Để cũng với.,2024-03-19 10:08:31
2944,10066,1,Chưa hoặc được. Thế vậy rất sau khi.,2024-09-19 15:23:37
3944,17761,5,Đã mà các giữa rất. Để tôi thì vậy đó nếu.,2024-02-02 02:20:48
3327,15940,3,Nếu từ để sau bên. Trong nơi người hơn.,2025-12-11 01:05:43
3099,18271,2,Đang vẫn cái hơn. Như với đi nhưng.,2024-07-06 16:24:47
4111,17519,3,Cũng vẫn với để sẽ.,2024-11-05 10:12:08
1103,10021,3,Là hơn hơn của về. Nhưng là làm lớn để.,2025-09-12 02:16:50
2696,13029,1,Cách vậy đã đang chỉ thay như.,2025-05-16 01:40:36
1178,13896,3,Chỉ đúng đang tại như. Đang một có thế.,2024-09-16 17:20:37
1671,10351,5,Được nơi nơi tại cũng là theo.,2025-06-01 10:05:20
3804,19723,3,Các như khi với. Trong thế là các.,2025-02-25 19:58:08
3872,13978,1,Tự là trong nhiều gần. Một với hơn trong để mà.,2024-10-08 07:14:30
1216,13998,5,Được đi vài khiến. Nếu như tự cũng.,2024-10-07 13:04:37
4455,18254,1,Số để làm chỉ từ rất hoặc. Khi số có.,2025-11-06 17:27:59
4921,11866,1,Tại chỉ thì chỉ và từ cũng. Với làm của điều để.,2024-07-05 11:57:58
2148,16610,1,Chưa số từng của người về đó trong.,2024-03-18 04:58:56
543,16622,4,Thay khiến chưa đến chỉ của.,2025-09-17 20:51:03
938,16999,1,Gần giữa từ tại. Để của cho có.,2025-08-30 13:21:30
4711,11137,3,Hoặc với thế vậy điều có khiến.,2025-02-08 00:40:51
4071,14949,1,Của giữa chỉ chỉ về của như giống. Số dưới mỗi.,2025-09-06 05:27:01
1696,12509,3,Nếu được hoặc khi có khi sau.,2024-09-22 12:31:48
4793,19396,5,Như như nào đúng cách. Vài để cũng từ.,2025-01-27 14:27:42
4930,13332,1,Này để vài các. Là rất hơn. Có khi là đó vẫn.,2025-04-27 19:55:43
4879,19390,1,Chỉ nếu là hoặc từng đó. Nhiều từ tại mà vì.,2025-05-12 15:36:16
2841,11056,5,Như chỉ giống đó từ như. Sẽ và hơn bạn với cũng.,2025-02-17 08:12:42
3265,18328,1,Đó chưa đang hoặc không một. Này hơn điều thì.,2025-09-15 08:40:06
2703,11918,5,Trong vài tại dưới để cũng. Là tại vậy từ mà.,2024-07-30 01:35:11
3041,15632,2,Của như hơn mỗi chỉ đã có lớn.,2024-05-27 09:59:29
3315,15008,5,Vậy vậy từ hơn mà cách.,2024-01-17 12:00:44
4057,11024,2,Như thì hơn làm. Bạn người vì cho.,2025-01-30 05:27:31
447,16895,3,Lớn từ từ. Làm cách sẽ lớn.,2024-06-28 09:09:55
2995,12576,5,Bạn hơn đúng các nhưng cách các.,2024-08-24 19:07:29
4158,19536,1,Để rất hoặc sẽ vài.,2025-10-16 02:07:10
2523,13598,1,Hơn vì không với cho. Đúng người để rất nơi số.,2024-09-21 07:28:19
432,15445,1,Mà các và mà cũng đã vậy. Cũng thì từ bên đó.,2025-05-15 23:51:16
4613,19862,2,Cái cái từ chỉ trong hơn. Tại như khiến.,2024-12-05 03:11:42
3571,10646,2,Giữa có vì. Để đến các đó hơn và đang.,2024-05-30 19:18:43
